点序号	接近中心度	介数中心度
  1809	  0.350082	  0.000000
  1810	  0.381489	  0.000084
  1811	  0.276807	  0.000000
  1812	  0.330544	  0.000000
  1813	  0.243981	  0.000000
  1814	  0.211222	  0.000000
  1815	  0.222302	  0.000000
  1816	  0.386156	  0.004367
  1817	  0.208120	  0.000770
  1818	  0.279963	  0.000000
  1819	  0.279963	  0.000000
  1820	  0.229486	  0.000000
  1821	  0.259908	  0.000000
  1822	  0.259908	  0.000000
  1823	  0.099407	  0.000000
  1824	  0.324201	  0.000000
  1825	  0.278467	  0.000000
  1826	  0.226964	  0.000000
  1827	  0.323620	  0.002457
  1828	  0.181339	  0.000000
  1829	  0.181339	  0.000000
  1830	  0.181339	  0.000000
  1831	  0.181339	  0.000000
  1832	  0.044739	  0.000000
  1833	  0.280241	  0.000000
  1834	  0.103492	  0.000000
  1835	  0.171878	  0.000000
  1836	  0.340228	  0.000121
  1837	  0.254570	  0.000000
  1838	  0.276740	  0.000010
  1839	  0.275538	  0.000000
  1840	  0.384717	  0.000385
  1841	  0.073704	  0.000000
  1842	  0.372668	  0.000000
  1843	  0.326431	  0.000000
  1844	  0.267768	  0.000000
  1845	  0.221410	  0.015195
  1846	  0.023437	  0.000000
  1847	  0.388757	  0.000000
  1848	  0.388757	  0.000000
  1849	  0.323147	  0.015149
  1850	  0.425773	  0.003345
  1851	  0.023199	  0.000000
  1852	  0.317904	  0.000256
  1853	  0.311962	  0.000009
  1854	  0.254318	  0.000000
  1855	  0.372504	  0.000235
  1856	  0.462356	  0.000159
  1857	  0.152448	  0.000000
  1858	  0.161752	  0.000000
  1859	  0.358625	  0.000000
  1860	  0.185989	  0.014188
  1861	  0.093173	  0.000000
  1862	  0.422174	  0.000000
  1863	  0.153330	  0.000000
  1864	  0.307289	  0.000000
  1865	  0.307289	  0.000000
  1866	  0.019025	  0.000000
  1867	  0.273119	  0.000000
  1868	  0.134470	  0.000000
  1869	  0.425146	  0.000000
  1870	  0.338290	  0.000000
  1871	  0.020283	  0.000000
  1872	  0.284286	  0.000000
  1873	  0.434840	  0.000072
  1874	  0.342993	  0.000000
  1875	  0.138562	  0.000000
  1876	  0.378466	  0.000000
  1877	  0.055127	  0.000000
  1878	  0.367487	  0.000000
  1879	  0.183429	  0.000000
  1880	  0.313786	  0.000000
  1881	  0.233315	  0.000000
  1882	  0.209780	  0.000530
  1883	  0.322448	  0.000000
  1884	  0.000357	  0.000000
  1885	  0.000357	  0.000000
  1886	  0.181210	  0.014188
  1887	  0.090784	  0.000000
  1888	  0.000357	  0.000000
  1889	  0.000357	  0.000000
  1890	  0.261283	  0.000000
  1891	  0.226877	  0.001355
  1892	  0.151525	  0.000000
  1893	  0.121417	  0.000000
  1894	  0.295950	  0.000000
  1895	  0.213890	  0.000000
  1896	  0.343739	  0.000000
  1897	  0.304477	  0.000000
  1898	  0.670055	  0.039887
