1899 13838
183 1151 1.0
183 1234 1.0
183 1263 1.0
183 1299 6.0
183 1313 2.0
183 1325 2.0
183 1398 12.0
183 1510 1.0
183 1520 1.0
183 1531 1.0
183 1646 2.0
183 1840 1.0
183 1842 1.0
183 1878 1.0
184 19 2.0
184 243 1.0
185 149 1.0
185 294 7.0
185 380 1.0
185 611 2.0
186 28 1.0
186 52 6.0
186 131 4.0
186 269 1.0
186 273 1.0
186 475 1.0
186 498 8.0
186 600 3.0
186 644 1.0
186 1104 1.0
186 1362 1.0
186 1393 2.0
186 1405 4.0
186 1419 2.0
188 2 10.0
189 1235 3.0
191 2 2.0
191 4 3.0
191 38 1.0
191 1001 2.0
192 1 1.0
193 12 1.0
193 46 1.0
193 47 1.0
193 118 1.0
193 194 1.0
193 198 2.0
193 200 1.0
193 212 1.0
193 213 1.0
193 216 1.0
193 218 1.0
193 220 1.0
193 221 1.0
193 228 1.0
193 229 1.0
193 230 1.0
195 40 1.0
195 75 1.0
195 193 8.0
195 442 3.0
195 542 1.0
195 863 1.0
196 193 4.0
196 320 1.0
196 573 7.0
196 630 1.0
196 641 1.0
196 754 1.0
196 950 1.0
197 104 1.0
197 193 1.0
197 195 2.0
197 266 1.0
197 547 1.0
199 8 1.0
199 44 1.0
199 193 4.0
199 231 1.0
199 267 1.0
199 273 4.0
199 274 3.0
199 321 1.0
199 350 1.0
199 410 1.0
199 508 2.0
199 510 4.0
199 754 1.0
200 265 2.0
200 333 1.0
200 447 2.0
200 448 42.0
200 653 1.0
200 893 1.0
201 15 6.0
201 39 13.0
201 47 3.0
201 49 2.0
201 58 4.0
201 60 3.0
201 65 4.0
201 89 1.0
201 193 18.0
201 195 16.0
201 196 1.0
201 203 1.0
201 213 3.0
201 215 5.0
201 221 1.0
201 236 1.0
201 262 10.0
201 269 2.0
201 292 3.0
201 313 13.0
201 440 2.0
201 700 5.0
201 707 2.0
201 864 1.0
201 873 2.0
201 1067 1.0
201 1156 3.0
201 1287 1.0
201 1290 1.0
202 37 11.0
202 193 2.0
202 573 2.0
203 193 1.0
203 236 1.0
203 262 3.0
203 292 2.0
203 867 3.0
204 6 2.0
204 20 2.0
204 44 2.0
204 57 4.0
204 62 3.0
204 124 1.0
204 193 2.0
204 267 1.0
204 273 26.0
204 274 1.0
204 308 13.0
204 309 1.0
204 446 3.0
204 452 3.0
204 540 1.0
204 556 1.0
204 629 1.0
204 694 1.0
204 763 1.0
204 797 1.0
204 800 1.0
204 814 1.0
204 1068 1.0
204 1438 1.0
205 41 3.0
205 44 13.0
205 47 1.0
205 51 2.0
205 193 18.0
205 202 1.0
205 232 1.0
205 262 13.0
205 313 11.0
205 519 1.0
205 620 3.0
205 625 1.0
205 698 2.0
205 875 4.0
205 1064 3.0
205 1065 2.0
205 1074 1.0
206 42 2.0
206 71 1.0
206 73 1.0
206 193 1.0
206 196 2.0
206 864 1.0
206 952 1.0
206 1244 1.0
206 1399 1.0
207 57 2.0
207 65 2.0
207 76 3.0
207 193 2.0
207 201 8.0
207 628 2.0
207 698 3.0
207 1065 2.0
208 4 7.0
208 76 1.0
208 193 11.0
208 204 4.0
208 236 20.0
208 269 3.0
208 444 7.0
208 625 1.0
208 864 4.0
208 953 8.0
209 3 1.0
209 10 1.0
209 193 2.0
209 313 2.0
210 193 13.0
210 201 14.0
210 572 2.0
210 1508 1.0
211 42 2.0
211 57 4.0
211 68 3.0
211 70 7.0
211 79 4.0
211 193 6.0
211 201 1.0
211 205 1.0
211 273 1.0
211 314 6.0
211 315 7.0
211 316 2.0
211 320 1.0
211 331 1.0
211 333 1.0
211 351 1.0
211 450 25.0
211 519 2.0
211 557 1.0
211 627 1.0
211 645 1.0
211 958 1.0
212 54 1.0
212 90 1.0
212 201 19.0
212 459 1.0
212 795 1.0
212 868 1.0
212 971 3.0
212 1110 2.0
212 1155 5.0
213 625 3.0
214 37 3.0
214 50 3.0
214 71 3.0
214 193 3.0
214 197 6.0
214 201 2.0
214 202 1.0
214 204 4.0
214 210 8.0
214 213 1.0
214 226 1.0
214 231 2.0
214 306 5.0
214 311 2.0
214 444 1.0
214 456 1.0
214 515 3.0
214 625 1.0
214 632 3.0
214 876 1.0
214 949 3.0
214 1312 1.0
215 37 4.0
215 42 5.0
215 65 11.0
215 75 1.0
215 193 9.0
215 207 2.0
215 208 3.0
215 214 2.0
215 218 1.0
215 273 1.0
215 294 2.0
215 329 1.0
215 520 9.0
215 616 1.0
215 631 2.0
215 645 1.0
215 698 5.0
215 754 1.0
215 765 1.0
215 956 1.0
215 1102 1.0
215 1287 1.0
215 1420 1.0
216 57 1.0
217 70 6.0
217 86 7.0
217 193 3.0
217 212 4.0
217 324 1.0
217 519 5.0
217 533 8.0
217 795 1.0
217 902 1.0
217 1065 2.0
217 1252 1.0
219 193 2.0
219 917 1.0
220 82 1.0
221 15 3.0
221 885 1.0
222 54 5.0
222 67 1.0
222 82 1.0
222 193 2.0
222 216 1.0
222 287 2.0
222 331 1.0
222 627 3.0
222 746 3.0
222 1377 2.0
222 1602 1.0
223 4 2.0
223 75 2.0
223 94 1.0
223 193 3.0
223 212 2.0
223 335 2.0
223 1110 2.0
223 1518 1.0
224 5 2.0
224 20 29.0
224 61 1.0
224 82 1.0
224 99 1.0
224 101 1.0
224 193 1.0
224 197 2.0
224 201 3.0
224 204 4.0
224 214 2.0
224 215 1.0
224 347 1.0
224 380 1.0
224 395 1.0
224 461 1.0
224 625 2.0
224 632 4.0
224 949 2.0
224 965 1.0
224 1004 1.0
224 1244 1.0
224 1511 1.0
225 37 1.0
225 44 6.0
225 61 2.0
225 76 3.0
225 87 8.0
225 99 3.0
225 116 3.0
225 193 2.0
225 444 2.0
225 625 9.0
225 718 1.0
225 759 6.0
225 794 3.0
225 796 1.0
225 864 2.0
225 886 9.0
225 917 5.0
225 953 3.0
225 1155 2.0
225 1193 3.0
225 1208 3.0
225 1253 1.0
225 1278 4.0
225 1286 2.0
226 99 9.0
226 193 13.0
226 199 3.0
226 201 11.0
226 204 2.0
226 235 4.0
226 243 3.0
226 444 7.0
226 640 4.0
226 690 55.0
226 712 2.0
226 718 4.0
226 867 13.0
226 902 1.0
226 1208 9.0
226 1253 3.0
226 1391 2.0
227 20 23.0
227 23 3.0
227 76 3.0
227 87 1.0
227 94 2.0
227 103 1.0
227 193 6.0
227 195 12.0
227 196 8.0
227 214 1.0
227 224 3.0
227 226 4.0
227 235 8.0
227 243 2.0
227 336 7.0
227 470 10.0
227 718 1.0
227 759 2.0
227 760 2.0
227 864 3.0
227 902 6.0
227 906 7.0
227 1155 8.0
227 1473 1.0
230 18 1.0
230 105 1.0
230 324 2.0
230 368 3.0
230 461 2.0
230 573 2.0
231 194 1.0
231 233 1.0
232 15 1.0
232 18 5.0
232 40 4.0
232 44 2.0
232 107 9.0
232 215 1.0
232 218 3.0
232 231 4.0
232 258 1.0
232 260 1.0
232 265 7.0
232 268 1.0
232 274 8.0
232 275 2.0
232 289 1.0
232 298 1.0
232 315 1.0
232 332 4.0
232 337 9.0
232 355 1.0
232 357 1.0
232 368 3.0
232 406 1.0
232 429 1.0
232 430 1.0
232 447 1.0
232 458 1.0
232 483 5.0
232 485 1.0
232 506 2.0
232 507 6.0
232 508 1.0
232 509 1.0
232 511 1.0
232 512 1.0
232 513 1.0
232 514 8.0
232 516 1.0
232 517 2.0
232 518 1.0
232 519 11.0
232 520 2.0
232 521 1.0
232 522 1.0
232 523 2.0
232 524 2.0
232 526 1.0
232 527 1.0
232 528 1.0
232 529 1.0
232 530 1.0
232 531 2.0
232 533 15.0
232 534 4.0
232 536 1.0
232 537 1.0
232 538 1.0
232 539 1.0
232 540 3.0
232 541 1.0
232 542 1.0
232 543 1.0
232 544 1.0
232 545 1.0
232 546 1.0
232 547 1.0
232 548 3.0
232 549 2.0
232 550 1.0
232 552 2.0
232 553 1.0
232 555 1.0
232 557 1.0
232 558 1.0
232 559 3.0
232 560 2.0
232 561 1.0
232 562 1.0
232 563 6.0
232 564 1.0
232 565 1.0
232 566 1.0
232 567 2.0
232 568 3.0
234 231 2.0
234 290 1.0
234 621 1.0
234 1217 1.0
235 8 1.0
235 11 1.0
235 38 3.0
235 44 1.0
235 231 3.0
235 274 1.0
235 286 1.0
235 376 2.0
235 392 1.0
235 400 1.0
235 446 3.0
235 544 1.0
235 572 12.0
235 625 1.0
235 653 1.0
235 674 1.0
235 762 1.0
235 778 1.0
235 820 1.0
235 889 1.0
235 891 1.0
235 1027 1.0
235 1092 1.0
235 1156 4.0
235 1328 1.0
235 1329 1.0
235 1330 1.0
236 3 2.0
236 83 1.0
236 104 2.0
236 133 1.0
236 206 1.0
236 231 6.0
236 331 2.0
236 406 1.0
236 472 3.0
236 925 1.0
236 946 2.0
236 1067 1.0
236 1334 1.0
236 1335 1.0
237 4 2.0
237 227 1.0
237 231 2.0
237 273 4.0
237 450 7.0
237 452 1.0
237 710 2.0
238 79 1.0
238 231 4.0
238 289 1.0
239 18 1.0
239 92 1.0
239 231 1.0
239 765 1.0
240 4 5.0
240 7 1.0
240 20 1.0
240 37 1.0
240 40 1.0
240 44 2.0
240 50 2.0
240 57 1.0
240 82 1.0
240 231 2.0
240 234 1.0
240 273 1.0
240 289 1.0
240 299 1.0
240 331 1.0
240 336 1.0
240 450 1.0
240 515 1.0
240 573 2.0
240 747 1.0
240 793 1.0
241 8 1.0
241 18 27.0
241 20 66.0
241 49 3.0
241 174 1.0
241 231 2.0
241 284 2.0
241 326 1.0
241 380 1.0
241 446 3.0
241 447 6.0
241 450 3.0
241 459 1.0
241 532 9.0
241 573 2.0
241 798 1.0
242 104 1.0
242 206 1.0
242 231 2.0
242 273 1.0
242 338 1.0
242 693 1.0
242 735 2.0
242 754 1.0
242 761 2.0
243 3 1.0
243 19 2.0
243 44 4.0
243 50 14.0
243 204 4.0
243 208 9.0
243 215 1.0
243 231 5.0
243 265 2.0
243 273 4.0
243 286 1.0
243 304 1.0
243 306 1.0
243 315 1.0
243 330 1.0
243 331 3.0
243 334 9.0
243 335 5.0
243 342 1.0
243 359 1.0
243 392 3.0
243 448 1.0
243 453 1.0
243 461 2.0
243 515 3.0
243 550 2.0
243 616 1.0
243 630 1.0
243 634 1.0
243 641 1.0
243 694 1.0
243 732 1.0
243 741 2.0
243 868 2.0
243 885 1.0
243 893 1.0
243 984 1.0
243 1049 2.0
243 1207 2.0
243 1381 1.0
244 60 1.0
244 88 2.0
244 231 2.0
244 456 6.0
244 755 2.0
244 957 1.0
244 1117 1.0
244 1443 3.0
245 20 10.0
245 44 11.0
245 50 5.0
245 206 1.0
245 226 5.0
245 227 7.0
245 231 9.0
245 244 2.0
245 279 1.0
245 289 2.0
245 305 2.0
245 306 6.0
245 331 3.0
245 335 14.0
245 342 6.0
245 355 1.0
245 449 7.0
245 450 1.0
245 459 2.0
245 472 6.0
245 538 1.0
245 551 1.0
245 630 7.0
245 632 25.0
245 693 1.0
245 886 2.0
245 1313 1.0
245 1511 1.0
246 11 1.0
246 18 1.0
246 46 1.0
246 65 1.0
246 86 4.0
246 106 3.0
246 225 2.0
246 226 2.0
246 231 5.0
246 274 2.0
246 286 1.0
246 312 1.0
246 346 1.0
246 355 1.0
246 445 1.0
246 447 2.0
246 458 1.0
246 474 1.0
246 506 1.0
246 521 1.0
246 522 1.0
246 523 2.0
246 544 1.0
246 651 1.0
246 716 1.0
246 776 2.0
246 796 1.0
246 1004 2.0
246 1117 1.0
246 1294 2.0
247 4 2.0
247 18 1.0
247 64 3.0
247 231 1.0
247 658 2.0
247 867 2.0
247 1020 3.0
248 92 8.0
248 174 1.0
248 231 2.0
248 273 1.0
248 289 1.0
248 354 5.0
248 376 4.0
248 408 2.0
248 515 3.0
248 612 1.0
248 889 3.0
248 978 1.0
248 1531 3.0
248 1839 1.0
249 27 5.0
249 30 1.0
249 31 4.0
249 49 6.0
249 50 2.0
249 174 2.0
249 201 1.0
249 231 3.0
249 343 3.0
249 376 4.0
249 387 3.0
249 411 18.0
249 417 11.0
249 479 7.0
249 500 4.0
249 532 4.0
249 551 5.0
249 631 1.0
249 632 2.0
249 666 5.0
249 756 39.0
249 793 3.0
249 799 7.0
249 900 3.0
249 942 1.0
249 992 1.0
249 1271 2.0
249 1294 7.0
249 1325 3.0
249 1881 1.0
250 231 1.0
250 1586 1.0
253 8 13.0
253 18 1.0
253 35 3.0
253 53 1.0
253 54 1.0
253 69 15.0
253 70 11.0
253 82 1.0
253 92 81.0
253 102 4.0
253 104 1.0
253 107 44.0
253 121 3.0
253 122 15.0
253 124 1.0
253 154 11.0
253 162 5.0
253 175 5.0
253 196 3.0
253 197 1.0
253 206 19.0
253 212 1.0
253 214 1.0
253 222 3.0
253 227 1.0
253 231 19.0
253 245 2.0
253 269 2.0
253 274 1.0
253 279 9.0
253 280 2.0
253 289 35.0
253 299 1.0
253 301 24.0
253 308 1.0
253 311 6.0
253 315 19.0
253 318 5.0
253 324 1.0
253 328 2.0
253 331 8.0
253 336 1.0
253 338 5.0
253 339 1.0
253 343 2.0
253 345 3.0
253 347 1.0
253 358 5.0
253 363 3.0
253 366 89.0
253 367 1.0
253 371 2.0
253 385 2.0
253 391 12.0
253 392 1.0
253 439 1.0
253 440 2.0
253 441 3.0
253 442 1.0
253 443 1.0
253 444 2.0
253 445 1.0
253 447 6.0
253 449 3.0
253 450 1.0
253 451 2.0
253 452 5.0
253 453 1.0
253 454 2.0
253 455 11.0
253 457 9.0
253 458 2.0
253 459 1.0
253 460 7.0
253 461 1.0
253 462 4.0
253 463 1.0
253 464 3.0
253 466 12.0
253 467 1.0
253 468 2.0
253 469 2.0
253 470 2.0
253 471 4.0
253 472 4.0
253 473 3.0
253 474 1.0
253 475 2.0
253 476 1.0
253 478 9.0
253 479 6.0
253 480 1.0
253 481 1.0
253 482 2.0
253 483 2.0
253 484 1.0
253 485 5.0
253 486 1.0
253 487 1.0
253 488 1.0
253 489 8.0
253 490 1.0
253 491 3.0
253 492 1.0
253 493 1.0
253 494 2.0
253 495 2.0
253 500 1.0
253 501 2.0
253 503 2.0
259 569 2.0
262 40 2.0
262 47 1.0
262 62 2.0
262 206 1.0
262 274 2.0
262 304 1.0
262 326 1.0
262 519 1.0
262 520 1.0
262 533 1.0
262 615 1.0
262 639 1.0
262 645 1.0
262 688 1.0
262 689 1.0
262 692 1.0
262 694 1.0
265 195 10.0
265 425 1.0
265 598 1.0
265 911 1.0
266 52 1.0
266 267 1.0
266 938 1.0
269 2 1.0
269 4 19.0
269 10 3.0
269 35 2.0
269 44 10.0
269 47 1.0
269 52 2.0
269 53 1.0
269 62 1.0
269 69 7.0
269 75 1.0
269 79 2.0
269 82 18.0
269 83 1.0
269 104 9.0
269 133 2.0
269 172 3.0
269 197 1.0
269 206 2.0
269 231 4.0
269 234 1.0
269 240 2.0
269 246 1.0
269 265 4.0
269 273 4.0
269 286 1.0
269 289 1.0
269 298 2.0
269 299 1.0
269 305 2.0
269 320 1.0
269 324 1.0
269 326 1.0
269 332 1.0
269 346 1.0
269 349 2.0
269 355 1.0
269 360 1.0
269 368 1.0
269 375 1.0
269 387 1.0
269 391 2.0
269 396 1.0
269 402 1.0
269 406 1.0
269 412 1.0
269 430 1.0
269 434 1.0
269 460 1.0
269 474 1.0
269 505 1.0
269 519 1.0
269 521 2.0
269 537 1.0
269 547 2.0
269 559 1.0
269 573 7.0
269 574 1.0
269 609 2.0
269 616 1.0
269 651 2.0
269 657 1.0
269 668 2.0
269 674 2.0
269 682 1.0
269 696 1.0
269 714 1.0
269 747 1.0
269 757 1.0
269 761 2.0
269 848 2.0
269 864 2.0
269 887 2.0
269 889 1.0
269 892 5.0
269 969 1.0
269 970 1.0
269 971 1.0
269 972 2.0
269 973 1.0
269 974 1.0
269 976 1.0
269 980 1.0
269 981 2.0
269 982 1.0
269 984 1.0
269 985 1.0
269 986 4.0
269 987 1.0
269 989 1.0
269 990 2.0
269 991 1.0
269 993 1.0
269 994 1.0
269 995 1.0
269 996 2.0
269 997 1.0
269 998 2.0
271 1034 1.0
272 195 1.0
273 35 10.0
273 43 2.0
273 68 1.0
273 195 3.0
273 308 1.0
273 1065 5.0
274 4 2.0
275 445 2.0
275 700 2.0
275 707 3.0
276 689 1.0
277 364 1.0
277 385 1.0
277 547 1.0
277 573 13.0
277 650 1.0
277 694 1.0
279 6 1.0
279 35 10.0
279 40 1.0
279 154 2.0
279 196 1.0
279 325 1.0
279 343 1.0
279 1179 1.0
283 38 2.0
283 444 2.0
283 1210 1.0
283 1212 1.0
284 76 8.0
284 142 1.0
284 195 8.0
286 266 2.0
289 4 6.0
289 49 3.0
289 195 20.0
289 698 1.0
289 867 9.0
290 4 9.0
291 274 1.0
292 4 2.0
292 57 4.0
292 58 2.0
292 425 1.0
292 520 1.0
292 547 1.0
292 657 1.0
292 735 1.0
292 1283 1.0
294 6 1.0
294 47 1.0
294 51 1.0
294 232 3.0
294 277 1.0
294 953 27.0
295 625 1.0
295 947 1.0
295 1065 3.0
296 279 6.0
298 195 2.0
299 15 2.0
299 35 3.0
299 39 10.0
299 58 2.0
299 235 2.0
299 277 3.0
299 444 3.0
299 620 7.0
299 714 3.0
299 865 2.0
299 913 2.0
299 1189 1.0
299 1253 1.0
299 1340 1.0
301 8 4.0
301 35 50.0
301 262 9.0
301 269 4.0
301 274 3.0
301 298 1.0
301 440 1.0
301 444 1.0
301 585 6.0
301 712 2.0
301 953 1.0
301 1375 5.0
301 1376 1.0
302 6 1.0
302 39 13.0
302 69 1.0
302 76 1.0
302 235 3.0
302 444 2.0
302 459 1.0
302 475 2.0
302 796 1.0
302 809 4.0
302 1385 1.0
302 1387 1.0
304 70 6.0
304 195 3.0
304 236 3.0
304 698 1.0
305 0 1.0
305 262 23.0
305 271 1.0
305 277 1.0
305 573 2.0
305 700 5.0
305 731 50.0
305 873 1.0
306 17 2.0
306 39 2.0
306 70 2.0
306 195 6.0
306 236 1.0
306 262 4.0
306 444 3.0
306 582 1.0
306 867 2.0
306 873 4.0
306 986 1.0
306 1078 1.0
306 1117 1.0
306 1155 5.0
307 625 3.0
308 17 1.0
308 70 4.0
308 235 1.0
308 625 14.0
308 815 1.0
308 864 5.0
308 868 6.0
308 913 3.0
308 1014 3.0
309 10 1.0
309 44 1.0
309 199 4.0
309 262 6.0
309 269 3.0
311 4 1.0
311 17 3.0
311 47 2.0
311 49 2.0
311 235 2.0
311 236 4.0
311 904 3.0
311 1461 2.0
312 74 2.0
312 253 3.0
312 269 1.0
312 1184 1.0
313 57 3.0
313 59 2.0
313 69 5.0
313 90 1.0
313 265 2.0
313 302 6.0
313 451 2.0
313 533 1.0
313 614 2.0
313 650 1.0
313 714 7.0
313 902 3.0
313 916 2.0
313 949 2.0
313 1037 1.0
313 1191 10.0
313 1362 1.0
313 1464 1.0
313 1465 1.0
314 206 2.0
314 299 1.0
314 698 3.0
315 38 56.0
315 42 4.0
315 43 5.0
315 57 1.0
315 62 6.0
315 64 4.0
315 65 11.0
315 76 10.0
315 196 2.0
315 236 2.0
315 331 1.0
315 580 1.0
315 582 1.0
315 600 6.0
315 604 1.0
315 625 1.0
315 714 13.0
315 717 2.0
315 730 1.0
315 864 1.0
315 930 1.0
315 950 1.0
315 953 10.0
315 970 2.0
315 1001 2.0
315 1014 2.0
315 1068 1.0
315 1253 1.0
315 1366 1.0
316 43 4.0
316 46 1.0
316 61 3.0
316 65 1.0
316 76 3.0
316 196 1.0
316 204 4.0
316 237 2.0
316 253 3.0
316 444 1.0
316 625 3.0
316 902 1.0
316 1001 5.0
317 235 3.0
317 456 22.0
317 625 10.0
317 1065 3.0
317 1110 3.0
318 18 2.0
318 57 1.0
318 193 2.0
318 210 4.0
318 231 2.0
318 232 36.0
318 237 1.0
318 262 1.0
318 281 2.0
318 299 1.0
318 444 3.0
318 625 3.0
318 698 4.0
318 710 3.0
318 714 1.0
318 759 3.0
318 864 1.0
318 943 1.0
318 1065 4.0
318 1367 1.0
320 52 3.0
320 76 6.0
320 313 2.0
320 1001 1.0
320 1191 3.0
320 1286 12.0
321 42 3.0
321 49 9.0
321 57 2.0
321 65 11.0
321 196 1.0
321 441 1.0
321 717 2.0
321 718 3.0
321 796 4.0
321 864 2.0
321 873 1.0
321 1001 2.0
321 1002 1.0
321 1066 1.0
321 1529 1.0
322 42 4.0
322 57 3.0
322 456 22.0
322 585 15.0
323 39 1.0
323 76 3.0
323 455 3.0
324 6 3.0
324 38 31.0
324 42 5.0
324 52 1.0
324 54 9.0
324 64 3.0
324 68 1.0
324 114 5.0
324 130 2.0
324 155 1.0
324 235 10.0
324 262 4.0
324 361 1.0
324 446 5.0
324 455 4.0
324 456 4.0
324 484 1.0
324 582 10.0
324 718 6.0
324 812 1.0
324 902 3.0
324 953 4.0
324 1362 4.0
325 8 2.0
325 207 1.0
325 212 4.0
325 290 3.0
325 298 2.0
325 313 4.0
325 314 2.0
325 317 1.0
325 321 1.0
325 455 3.0
325 459 2.0
325 520 1.0
325 573 1.0
325 616 1.0
325 639 1.0
325 735 1.0
325 888 1.0
325 950 1.0
325 1000 1.0
325 1110 4.0
325 1381 1.0
326 4 3.0
326 76 5.0
326 232 6.0
326 253 20.0
326 292 1.0
326 625 2.0
326 864 2.0
326 956 1.0
328 6 2.0
328 718 2.0
328 759 6.0
328 1003 4.0
328 1004 2.0
328 1170 1.0
329 17 6.0
329 39 5.0
329 48 2.0
329 49 12.0
329 54 1.0
329 64 2.0
329 70 3.0
329 235 3.0
329 236 11.0
329 241 26.0
329 277 1.0
329 325 1.0
329 444 9.0
329 582 14.0
329 731 1.0
329 864 3.0
329 867 28.0
329 1239 1.0
329 1253 11.0
329 1331 1.0
329 1392 1.0
329 1405 44.0
330 42 4.0
330 44 1.0
330 64 4.0
330 71 1.0
330 94 2.0
330 143 1.0
330 196 5.0
330 236 4.0
330 444 2.0
330 698 2.0
330 707 3.0
330 718 3.0
330 759 2.0
330 937 8.0
330 953 2.0
330 1001 1.0
330 1110 4.0
330 1344 1.0
331 4 4.0
331 37 1.0
331 42 2.0
331 43 3.0
331 46 1.0
331 47 1.0
331 57 3.0
331 64 3.0
331 65 12.0
331 74 2.0
331 82 3.0
331 83 3.0
331 84 7.0
331 85 2.0
331 93 4.0
331 101 1.0
331 197 2.0
331 199 5.0
331 204 5.0
331 232 4.0
331 235 2.0
331 269 6.0
331 292 1.0
331 324 1.0
331 444 7.0
331 446 1.0
331 486 1.0
331 518 1.0
331 582 10.0
331 635 2.0
331 636 6.0
331 692 1.0
331 715 2.0
331 718 9.0
331 759 18.0
331 760 1.0
331 801 1.0
331 904 2.0
331 949 1.0
331 957 3.0
331 959 6.0
331 991 1.0
331 1001 6.0
331 1006 3.0
331 1014 1.0
331 1276 2.0
331 1409 1.0
331 1471 1.0
331 1528 2.0
331 1598 1.0
332 39 1.0
332 444 3.0
332 718 6.0
333 204 3.0
333 269 2.0
333 718 4.0
333 759 2.0
333 864 3.0
334 14 9.0
334 18 4.0
334 20 3.0
334 35 10.0
334 36 1.0
334 44 1.0
334 70 6.0
334 71 4.0
334 84 2.0
334 106 1.0
334 196 27.0
334 197 1.0
334 199 5.0
334 200 1.0
334 235 9.0
334 236 3.0
334 239 2.0
334 241 1.0
334 245 2.0
334 253 10.0
334 279 2.0
334 325 8.0
334 330 2.0
334 444 44.0
334 574 13.0
334 585 1.0
334 705 1.0
334 707 4.0
334 714 2.0
334 715 1.0
334 718 7.0
334 864 13.0
334 916 3.0
334 952 1.0
334 957 1.0
334 1015 2.0
334 1045 1.0
334 1213 1.0
334 1231 1.0
334 1331 12.0
334 1334 21.0
334 1362 1.0
334 1405 42.0
334 1417 1.0
334 1470 1.0
334 1608 1.0
335 4 4.0
335 6 3.0
335 48 7.0
335 60 5.0
335 64 4.0
335 70 2.0
335 87 3.0
335 93 5.0
335 94 10.0
335 196 1.0
335 236 4.0
335 325 5.0
335 459 1.0
335 462 7.0
335 582 7.0
335 652 1.0
335 698 7.0
335 718 3.0
335 731 2.0
335 795 1.0
335 867 6.0
335 873 2.0
335 902 1.0
335 953 2.0
335 957 1.0
335 971 1.0
335 1331 14.0
335 1380 1.0
335 1475 1.0
336 4 7.0
336 20 7.0
336 25 1.0
336 38 2.0
336 39 2.0
336 43 3.0
336 46 2.0
336 47 2.0
336 49 2.0
336 54 8.0
336 62 8.0
336 65 2.0
336 68 1.0
336 70 1.0
336 74 1.0
336 76 3.0
336 78 4.0
336 79 1.0
336 82 1.0
336 83 9.0
336 87 2.0
336 94 2.0
336 118 1.0
336 160 1.0
336 165 1.0
336 195 5.0
336 202 2.0
336 212 2.0
336 214 2.0
336 215 4.0
336 217 4.0
336 222 2.0
336 223 1.0
336 224 2.0
336 235 1.0
336 236 28.0
336 326 1.0
336 344 1.0
336 353 1.0
336 444 7.0
336 453 1.0
336 467 1.0
336 498 1.0
336 519 1.0
336 520 1.0
336 574 10.0
336 579 2.0
336 582 11.0
336 585 1.0
336 604 1.0
336 625 6.0
336 636 2.0
336 654 1.0
336 704 2.0
336 714 3.0
336 718 2.0
336 719 1.0
336 721 3.0
336 729 1.0
336 759 2.0
336 760 1.0
336 813 11.0
336 864 3.0
336 867 5.0
336 868 3.0
336 871 1.0
336 875 2.0
336 902 2.0
336 904 3.0
336 917 2.0
336 946 1.0
336 958 3.0
336 959 2.0
336 1001 4.0
336 1002 1.0
336 1040 3.0
336 1064 3.0
336 1110 3.0
336 1115 1.0
336 1159 1.0
336 1209 1.0
336 1214 1.0
336 1233 1.0
336 1286 2.0
336 1288 1.0
336 1298 1.0
336 1301 3.0
336 1348 3.0
336 1368 3.0
336 1383 4.0
336 1392 1.0
336 1465 1.0
336 1518 1.0
336 1594 1.0
336 1618 3.0
337 4 2.0
337 6 1.0
337 18 6.0
337 23 10.0
337 48 4.0
337 49 2.0
337 60 2.0
337 74 5.0
337 87 4.0
337 210 2.0
337 215 1.0
337 236 4.0
337 243 3.0
337 262 1.0
337 279 5.0
337 325 2.0
337 330 2.0
337 450 1.0
337 459 1.0
337 462 6.0
337 518 1.0
337 579 1.0
337 585 5.0
337 586 2.0
337 637 4.0
337 698 3.0
337 867 2.0
337 873 1.0
337 888 1.0
337 1049 1.0
337 1111 1.0
337 1155 8.0
337 1256 4.0
337 1334 5.0
338 84 2.0
338 196 1.0
338 444 6.0
338 692 3.0
338 794 3.0
338 953 8.0
338 1366 2.0
339 3 10.0
339 6 2.0
339 10 2.0
339 14 38.0
339 36 6.0
339 41 10.0
339 42 2.0
339 44 37.0
339 47 1.0
339 57 3.0
339 59 1.0
339 70 6.0
339 71 6.0
339 74 2.0
339 76 5.0
339 88 4.0
339 106 1.0
339 126 1.0
339 194 1.0
339 209 12.0
339 215 3.0
339 228 1.0
339 230 10.0
339 241 10.0
339 269 6.0
339 281 2.0
339 322 4.0
339 337 5.0
339 456 25.0
339 520 11.0
339 586 3.0
339 608 1.0
339 614 2.0
339 620 1.0
339 625 3.0
339 630 17.0
339 632 44.0
339 638 1.0
339 698 7.0
339 770 3.0
339 795 1.0
339 799 12.0
339 868 2.0
339 917 1.0
339 952 1.0
339 964 1.0
339 965 1.0
339 1004 1.0
339 1006 1.0
339 1045 1.0
339 1230 1.0
339 1253 1.0
339 1269 1.0
339 1279 2.0
339 1385 1.0
339 1413 1.0
339 1635 1.0
339 1636 2.0
340 4 10.0
340 35 24.0
340 44 24.0
340 57 10.0
340 195 20.0
340 204 3.0
340 210 30.0
340 214 6.0
340 269 5.0
340 334 1.0
340 339 1.0
340 444 6.0
340 450 3.0
340 629 2.0
340 718 10.0
340 906 3.0
340 1084 1.0
340 1111 1.0
341 942 2.0
342 4 1.0
342 17 17.0
342 49 2.0
342 60 2.0
342 64 4.0
342 241 8.0
342 444 2.0
342 690 9.0
342 755 2.0
342 864 2.0
342 904 3.0
